Industry,Funding Stage,Product Stage,Backend Tech Stack,Frontend Tech,Compute Platform,AMD Platform Used,Primary Model Used,Founded Year,Total Funding ($),Team Size,Monthly Recurring Revenue ($),Valuation ($),Customer Base,"Fireworks AI Credits Used ($, cumulative)",Social Media Followers,Success Score
Legal & Compliance AI,Seed,Prototype,"Java, Spring Boot + Kafka",React,Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2024,13499.0,3,3169.9,83500.0,12,0.0,1231,10.0
Climate & Energy AI,Seed,MVP,"Node.js, NestJS",Flutter (Dart),Own AMD GPU cluster,ROCm on MI300X cluster,Qwen2.5 32B,2023,9861.0,7,1880.7,73100.0,21,0.0,1270,10.0
Gaming AI,Pre-Seed,MVP,"Java, Quarkus",Svelte,Fireworks AI API,—,GLM 5.1,2025,300.0,4,3.2,4900.0,102,32.15,248,7.5
EdTech AI,Angel,Launched,"Node.js, GraphQL",Next.js,Fireworks AI API,—,GLM 5.1,2026,2258.0,2,138.2,15600.0,15,3.84,800,7.0
Logistics & Supply Chain AI,Bootstrapped,Private Beta,"Java, Micronaut",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,SDXL Turbo,2026,27.0,2,2.8,1900.0,44,0.0,714,5.7
Enterprise SaaS,Bootstrapped,Idea / Concept,"TypeScript, Fastify",Flutter (Dart),Own AMD GPU cluster,ROCm on MI250 cluster,Mistral 7B,2025,57.0,2,4.4,1900.0,35,0.0,2393,5.4
FinTech AI,Seed,Private Beta,"Node.js, Express",React Native,Fireworks AI API,—,MiniMax-M2.7,2025,11654.0,11,87.7,103900.0,26,11.56,2214,10.0
HealthTech AI,Bootstrapped,Prototype,"Java, Quarkus",Next.js,Fireworks AI API,—,MiniMax-M2.7,2025,31.0,3,0.3,4400.0,128,12.25,9206,7.8
Voice & Audio AI,Pre-Seed,Prototype,"Node.js, NestJS",React Native,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 8B,2026,1340.0,4,70.1,13200.0,179,0.0,579,10.0
Gaming AI,Bootstrapped,MVP,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2024,19.0,2,0.2,5100.0,74,52.12,941,7.8
Legal & Compliance AI,Pre-Seed,Prototype,"Node.js, GraphQL",Svelte,Fireworks AI API,—,DeepSeek V4 Flash,2026,810.0,2,35.7,5800.0,8,0.74,1992,4.1
FinTech AI,Angel,Private Beta,"Node.js, GraphQL",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2025,1706.0,5,10.4,16200.0,134,133.38,4901,10.0
Gaming AI,Seed,Prototype,"Java, Spring Boot + Kafka",React,Own AMD GPU cluster,AMD Instinct MI300X,Stable Diffusion XL,2023,10684.0,3,428.0,64800.0,28,0.0,3778,10.0
HealthTech AI,Bootstrapped,MVP,"TypeScript, Fastify",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2025,36.0,1,0.6,1500.0,17,61.23,1484,7.9
Climate & Energy AI,Series A,Public Beta,"Java, Spring Boot + Kafka",Vue,Fireworks AI API,—,Kimi K2.6,2024,31241.0,15,655.8,125000.0,248,821.78,87,10.0
HealthTech AI,Pre-Seed,MVP,"Java, Micronaut",React,Fireworks AI API,—,DeepSeek V4 Pro,2025,1440.0,5,39.5,5000.0,53,112.07,767,10.0
Enterprise SaaS,Angel,Public Beta,"Node.js, Express",Vue,Fireworks AI API,—,GLM 5.1,2025,2580.0,6,200.1,23300.0,10,83.05,12310,10.0
Robotics & Vision AI,Bootstrapped,MVP,"Node.js, Express",Next.js,Fireworks AI API,—,Kimi K2.6,2024,34.0,2,0.9,1900.0,80,289.4,1610,10.0
Gaming AI,Seed,Idea / Concept,"Java, Micronaut",Vue,Fireworks AI API,—,GLM 5.1,2023,11070.0,10,315.2,93400.0,271,460.52,1298,10.0
Climate & Energy AI,Series A,Launched,"Node.js, NestJS",React Native,Own AMD GPU cluster,ROCm on MI300X cluster,Qwen2.5 32B,2025,46120.0,6,3896.2,289000.0,71,0.0,643,10.0
Creative & Media AI,Angel,Public Beta,"Java, Quarkus",React Native,Own AMD GPU cluster,ROCm on MI300X cluster,SDXL Turbo,2024,1913.0,2,136.7,15100.0,5,0.0,3773,10.0
Logistics & Supply Chain AI,Pre-Seed,Prototype,"Java, Quarkus",Next.js,Fireworks AI API,—,Kimi K2.6,2026,1430.0,4,12.6,11700.0,85,3.41,154,7.7
Robotics & Vision AI,Seed,Prototype,"Java, Quarkus",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2026,16632.0,5,205.2,65600.0,5,25.6,2579,10.0
Logistics & Supply Chain AI,Angel,MVP,"Node.js, Express",Vue,Fireworks AI API,—,Kimi K2.5,2024,1311.0,6,51.4,10500.0,21,275.28,656,10.0
Robotics & Vision AI,Pre-Seed,Prototype,"Node.js, GraphQL",React,Fireworks AI API,—,Kimi K2.6,2026,283.0,5,2.2,6000.0,6,12.65,1265,5.8
Creative & Media AI,Seed,Private Beta,"TypeScript, Fastify",Svelte,Fireworks AI API,—,Kimi K2.5,2024,1594.0,10,57.8,13700.0,25,196.86,1119,10.0
Logistics & Supply Chain AI,Angel,Prototype,"Java, Micronaut",Next.js,Fireworks AI API,—,MiniMax-M2.7,2024,1749.0,4,78.8,15900.0,5,50.86,6002,10.0
Creative & Media AI,Bootstrapped,Prototype,"Node.js, NestJS",Next.js,Fireworks AI API,—,MiniMax-M2.7,2026,146.0,2,8.0,2800.0,29,0.49,356,4.3
Voice & Audio AI,Pre-Seed,Idea / Concept,"Node.js, GraphQL",React,Fireworks AI API,—,MiniMax-M2.7,2026,628.0,4,24.8,5800.0,93,1.6,1564,7.1
Robotics & Vision AI,Pre-Seed,Prototype,"Node.js, NestJS",React,Own AMD GPU cluster,AMD Instinct MI300X,Whisper Large v3,2025,1003.0,4,2.0,9200.0,59,0.0,175,7.7
Voice & Audio AI,Pre-Seed,Prototype,"Java, Spring Boot + Kafka",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2025,1326.0,3,134.0,14000.0,17,19.35,1307,9.1
Cybersecurity AI,Pre-Seed,MVP,"Java, Spring Boot",React,Own AMD GPU cluster,ROCm on MI250 cluster,Llama 3.1 70B,2024,1362.0,5,148.5,10300.0,188,0.0,1076,10.0
Voice & Audio AI,Bootstrapped,Launched,"Node.js, GraphQL",Svelte,Fireworks AI API,—,MiniMax-M2.7,2025,145.0,2,17.2,5400.0,17,7.47,234,3.2
Developer Tools,Bootstrapped,Launched,"Node.js, NestJS",Next.js,Fireworks AI API,—,DeepSeek V4 Flash,2025,89.0,3,3.3,4800.0,21,17.83,7378,6.1
Climate & Energy AI,Pre-Seed,MVP,"Node.js, NestJS",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 70B,2025,530.0,2,38.4,5200.0,23,0.0,6412,7.6
Gaming AI,Series A,MVP,"Java, Spring Boot + Kafka",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Mistral 7B,2024,32450.0,10,3352.8,162500.0,420,0.0,216,10.0
Cybersecurity AI,Bootstrapped,Private Beta,"Java, Spring Boot",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2023,5.0,2,0.1,800.0,8,18.3,4901,4.9
EdTech AI,Pre-Seed,MVP,"Java, Spring Boot",Svelte,Fireworks AI API,—,Kimi K2.5,2024,763.0,5,31.8,10100.0,80,232.83,1449,10.0
FinTech AI,Pre-Seed,Private Beta,"Node.js, Express",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2025,1203.0,3,109.6,14300.0,48,10.27,2518,8.3
Logistics & Supply Chain AI,Angel,MVP,"Node.js, Express",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,CodeLlama 34B,2025,1621.0,2,7.1,13300.0,38,0.0,1929,7.6
Legal & Compliance AI,Seed,MVP,"Java, Micronaut",React Native,Fireworks AI API,—,GLM 5.1,2025,13970.0,9,530.5,71200.0,46,171.45,593,10.0
Robotics & Vision AI,Angel,Idea / Concept,"Node.js, Express",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Stable Diffusion XL,2025,1561.0,2,92.7,8100.0,133,0.0,6729,10.0
FinTech AI,Bootstrapped,Public Beta,"Java, Spring Boot + Kafka",Flutter (Dart),Fireworks AI API,—,GLM 5.1,2023,128.0,2,10.9,3200.0,105,96.16,4184,10.0
Legal & Compliance AI,Angel,Launched,"Node.js, NestJS",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,Mixtral 8x7B,2024,2975.0,2,65.0,12600.0,25,0.0,2868,8.2
Legal & Compliance AI,Pre-Seed,Private Beta,"Node.js, NestJS",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,Gemma 2 9B,2023,692.0,3,26.2,8800.0,87,0.0,1370,7.2
Legal & Compliance AI,Bootstrapped,MVP,"Java, Micronaut",Flutter (Dart),Fireworks AI API,—,MiniMax-M2.7,2026,4.0,1,0.0,3900.0,7,2.77,1733,3.4
Developer Tools,Pre-Seed,Private Beta,"Java, Quarkus",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2023,146.0,5,7.7,1600.0,13,26.56,2697,7.0
Enterprise SaaS,Series A,Prototype,"TypeScript, Fastify",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2023,26680.0,13,2026.4,141700.0,389,831.15,1760,10.0
Cybersecurity AI,Bootstrapped,Idea / Concept,"Java, Spring Boot + Kafka",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2025,73.0,2,3.9,2800.0,124,4.41,2695,6.4
E-commerce AI,Pre-Seed,MVP,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Mistral 7B,2023,190.0,2,2.5,5500.0,86,0.0,2746,6.4
FinTech AI,Seed,Private Beta,"Java, Spring Boot + Kafka",React,Fireworks AI API,—,DeepSeek V4 Flash,2024,15332.0,4,328.9,67800.0,86,41.85,5718,10.0
Cybersecurity AI,Pre-Seed,Idea / Concept,"Java, Quarkus",Next.js,Own AMD GPU cluster,ROCm on MI300X cluster,Mixtral 8x7B,2023,1348.0,5,6.7,10700.0,8,0.0,367,8.1
E-commerce AI,Bootstrapped,MVP,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,MiniMax-M2.7,2024,111.0,2,3.0,4800.0,28,35.29,175,6.6
FinTech AI,Bootstrapped,Private Beta,"Java, Spring Boot",React Native,Own AMD GPU cluster,AMD Instinct MI300X,Mistral 7B,2025,48.0,1,1.4,2000.0,0,0.0,2703,5.5
HealthTech AI,Bootstrapped,MVP,"Node.js, Express",Vue,Fireworks AI API,—,GPT-OSS-120B (high),2024,4.0,1,0.1,800.0,70,24.59,1983,6.0
Enterprise SaaS,Pre-Seed,Private Beta,"Java, Quarkus",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Mixtral 8x7B,2026,915.0,2,11.4,5400.0,26,0.0,3467,7.3
Climate & Energy AI,Series A,MVP,"Node.js, NestJS",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,CodeLlama 34B,2023,56511.0,16,20907.9,205200.0,165,0.0,1367,10.0
Developer Tools,Bootstrapped,Private Beta,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Mixtral 8x7B,2025,42.0,2,0.1,4200.0,178,0.0,7062,9.7
Gaming AI,Bootstrapped,MVP,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,Gemma 2 9B,2024,36.0,3,1.3,5200.0,2,0.0,2440,6.5
HealthTech AI,Bootstrapped,Launched,"Java, Quarkus",Svelte,Fireworks AI API,—,DeepSeek V4 Flash,2025,79.0,1,10.3,700.0,58,5.73,865,4.2
Robotics & Vision AI,Pre-Seed,Prototype,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,Whisper Large v3,2025,726.0,3,63.7,4700.0,60,0.0,1596,8.3
EdTech AI,Seed,Idea / Concept,"Node.js, Express",React,Fireworks AI API,—,DeepSeek V4 Pro,2024,9589.0,7,203.3,51100.0,109,421.21,2760,10.0
Logistics & Supply Chain AI,Seed,Idea / Concept,"Node.js, GraphQL",Svelte,Own AMD GPU cluster,AMD Radeon PRO W7900,Mistral 7B,2025,10344.0,8,2542.3,36700.0,15,0.0,884,10.0
Climate & Energy AI,Angel,MVP,"TypeScript, Fastify",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2024,441.0,5,38.0,5900.0,144,247.2,1164,10.0
EdTech AI,Angel,Public Beta,"Java, Spring Boot",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,Gemma 2 9B,2026,2228.0,2,38.5,13000.0,82,0.0,15934,10.0
HealthTech AI,Seed,Private Beta,"Node.js, Express",React,Fireworks AI API,—,GLM 5.1,2025,13823.0,7,50.1,47100.0,37,26.52,1851,10.0
Enterprise SaaS,Seed,Private Beta,"Node.js, GraphQL",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Stable Diffusion XL,2023,19311.0,6,409.6,175800.0,4,0.0,4169,10.0
Creative & Media AI,Pre-Seed,Idea / Concept,"TypeScript, Fastify",Next.js,Own AMD GPU cluster,ROCm on MI250 cluster,Mistral 7B,2024,330.0,4,2.2,3500.0,190,0.0,2843,10.0
Cybersecurity AI,Seed,MVP,"TypeScript, Fastify",Svelte,Fireworks AI API,—,Kimi K2.6,2024,13950.0,11,324.2,126100.0,88,654.63,51,10.0
Developer Tools,Series A,Private Beta,"TypeScript, Fastify",React Native,Own AMD GPU cluster,AMD Instinct MI325X,Gemma 2 9B,2026,78253.0,12,887.4,278800.0,639,0.0,1072,10.0
HealthTech AI,Angel,Idea / Concept,"Java, Quarkus",React,Fireworks AI API,—,GPT-OSS-120B (high),2025,1884.0,5,78.5,13300.0,54,39.44,1673,9.8
Legal & Compliance AI,Pre-Seed,Launched,"Node.js, Express",Svelte,Fireworks AI API,—,Kimi K2.5,2024,1033.0,5,58.6,6000.0,6,116.47,836,10.0
Climate & Energy AI,Angel,Private Beta,"Java, Spring Boot",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2025,1074.0,3,30.6,7900.0,2,0.0,2678,7.8
E-commerce AI,Seed,MVP,"Java, Spring Boot",Vue,Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2024,15194.0,6,425.8,130600.0,273,0.0,1945,10.0
Legal & Compliance AI,Pre-Seed,MVP,"Java, Micronaut",Next.js,Fireworks AI API,—,GLM 5.1,2024,379.0,5,4.5,3800.0,4,105.3,836,10.0
EdTech AI,Seed,Prototype,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,AMD Instinct MI250,Mistral 7B,2025,4292.0,7,21.6,20900.0,77,0.0,7572,10.0
Logistics & Supply Chain AI,Pre-Seed,Public Beta,"Node.js, GraphQL",Next.js,Own AMD GPU cluster,ROCm on MI250 cluster,Mixtral 8x7B,2025,1340.0,4,78.5,15000.0,96,0.0,9337,10.0
HealthTech AI,Bootstrapped,MVP,"Java, Spring Boot + Kafka",Next.js,Fireworks AI API,—,MiniMax-M2.7,2026,100.0,2,2.5,3800.0,2,1.61,7549,5.2
Enterprise SaaS,Bootstrapped,Idea / Concept,"Java, Micronaut",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 70B,2026,141.0,1,6.8,2700.0,38,0.0,2932,5.9
E-commerce AI,Seed,Launched,"Java, Spring Boot",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2024,15475.0,8,52.6,53400.0,12,0.0,717,10.0
Creative & Media AI,Series A,Public Beta,"Java, Spring Boot + Kafka",Svelte,Own AMD GPU cluster,AMD Instinct MI250,SDXL Turbo,2026,69695.0,10,284.6,408600.0,166,0.0,1756,10.0
Climate & Energy AI,Pre-Seed,Public Beta,"TypeScript, Fastify",Svelte,Fireworks AI API,—,Kimi K2.6,2024,664.0,5,7.1,3600.0,65,37.66,1677,7.6
HealthTech AI,Bootstrapped,Launched,"Java, Micronaut",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,Llama 3.1 70B,2024,119.0,2,2.5,3500.0,88,0.0,3617,7.3
Developer Tools,Seed,MVP,"Node.js, NestJS",Next.js,Fireworks AI API,—,DeepSeek V4 Flash,2024,9748.0,10,2835.9,63200.0,305,44.62,867,10.0
EdTech AI,Bootstrapped,MVP,"Java, Spring Boot + Kafka",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,SDXL Turbo,2026,40.0,1,1.7,5000.0,52,0.0,12369,6.7
Developer Tools,Angel,Launched,"Java, Quarkus",React Native,Fireworks AI API,—,GLM 5.1,2026,376.0,5,90.1,6500.0,24,8.81,1528,5.9
Logistics & Supply Chain AI,Seed,Prototype,"Node.js, NestJS",Svelte,Fireworks AI API,—,MiniMax-M2.7,2026,1798.0,4,223.7,6600.0,135,0.5,2475,10.0
HealthTech AI,Bootstrapped,Public Beta,"Node.js, GraphQL",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,Qwen2.5 32B,2026,21.0,3,1.3,2800.0,9,0.0,528,5.4
Enterprise SaaS,Angel,Prototype,"Node.js, NestJS",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Stable Diffusion XL,2025,382.0,2,9.1,2700.0,46,0.0,1816,6.6
Logistics & Supply Chain AI,Pre-Seed,Private Beta,"Java, Spring Boot + Kafka",React,Own AMD GPU cluster,AMD Instinct MI325X,Gemma 2 9B,2025,1197.0,3,0.7,9900.0,16,0.0,2151,8.2
Voice & Audio AI,Angel,MVP,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,Gemma 2 9B,2026,1669.0,4,58.0,12500.0,78,0.0,6024,10.0
FinTech AI,Bootstrapped,Prototype,"Java, Spring Boot",Svelte,Fireworks AI API,—,Kimi K2.6,2026,142.0,3,5.5,5600.0,12,7.78,5213,5.3
EdTech AI,Pre-Seed,Launched,"Java, Spring Boot",Next.js,Fireworks AI API,—,MiniMax-M2.7,2025,234.0,2,0.6,2300.0,32,10.15,3978,6.2
Climate & Energy AI,Bootstrapped,MVP,"Node.js, NestJS",React,Fireworks AI API,—,Kimi K2.6,2024,81.0,2,2.8,3800.0,63,110.01,2970,10.0
Enterprise SaaS,Bootstrapped,MVP,"Java, Spring Boot + Kafka",Svelte,Fireworks AI API,—,Kimi K2.5,2026,114.0,3,5.8,1500.0,11,10.65,300,5.1
Gaming AI,Seed,Prototype,"Node.js, GraphQL",React,Fireworks AI API,—,DeepSeek V4 Flash,2023,10878.0,10,390.8,70700.0,233,76.33,6782,10.0
Gaming AI,Angel,MVP,"Java, Micronaut",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Mixtral 8x7B,2025,2362.0,2,274.4,19800.0,23,0.0,3124,10.0
Climate & Energy AI,Bootstrapped,MVP,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Qwen2.5 32B,2024,41.0,1,5.7,800.0,18,0.0,1043,4.4
E-commerce AI,Bootstrapped,Prototype,"Node.js, Express",React,Own AMD GPU cluster,AMD Radeon PRO W7900,Mistral 7B,2026,28.0,3,0.1,3700.0,6,0.0,5047,5.6
Legal & Compliance AI,Angel,Private Beta,"Node.js, GraphQL",React,Own AMD GPU cluster,AMD Instinct MI250,CodeLlama 34B,2025,2041.0,2,29.2,18600.0,14,0.0,21,7.8
Creative & Media AI,Pre-Seed,Prototype,"Node.js, NestJS",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,CodeLlama 34B,2026,1273.0,4,100.6,7100.0,81,0.0,3846,8.8
Legal & Compliance AI,Seed,MVP,"Java, Micronaut",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Mistral 7B,2025,4122.0,3,99.9,28000.0,277,0.0,369,10.0
Legal & Compliance AI,Seed,Launched,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,Kimi K2.6,2026,2598.0,10,423.5,23600.0,148,12.16,2005,10.0
EdTech AI,Pre-Seed,MVP,"Node.js, GraphQL",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Whisper Large v3,2025,1244.0,4,190.2,8000.0,40,0.0,542,9.3
E-commerce AI,Angel,Private Beta,"Node.js, GraphQL",React,Fireworks AI API,—,DeepSeek V4 Pro,2024,2088.0,2,158.0,17600.0,141,417.83,795,10.0
FinTech AI,Pre-Seed,MVP,"Java, Spring Boot",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Gemma 2 9B,2025,916.0,5,41.6,9900.0,292,0.0,2613,10.0
Legal & Compliance AI,Bootstrapped,Idea / Concept,"Java, Spring Boot + Kafka",Vue,Fireworks AI API,—,GLM 5.1,2024,41.0,1,0.5,1000.0,7,29.19,154,4.2
HealthTech AI,Angel,Idea / Concept,"TypeScript, Fastify",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,Whisper Large v3,2023,1877.0,6,85.3,9000.0,12,0.0,3177,8.6
Creative & Media AI,Angel,Prototype,"Node.js, Express",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2026,2309.0,5,78.5,13600.0,56,15.33,1529,9.4
Logistics & Supply Chain AI,Seed,Private Beta,"Java, Spring Boot + Kafka",Next.js,Own AMD GPU cluster,AMD Radeon PRO W7900,Gemma 2 9B,2024,15432.0,4,612.5,73000.0,42,0.0,529,10.0
E-commerce AI,Pre-Seed,Prototype,"Node.js, NestJS",Svelte,Fireworks AI API,—,Kimi K2.6,2024,1119.0,4,60.5,9800.0,26,91.33,9447,10.0
E-commerce AI,Angel,Public Beta,"Java, Quarkus",Svelte,Fireworks AI API,—,Kimi K2.5,2024,2895.0,6,18.2,20100.0,40,320.51,2012,10.0
Voice & Audio AI,Bootstrapped,Private Beta,"Node.js, GraphQL",Next.js,Fireworks AI API,—,GLM 5.1,2025,72.0,3,2.2,1000.0,2,41.65,2196,5.2
FinTech AI,Bootstrapped,Prototype,"Node.js, Express",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2025,134.0,1,6.9,4900.0,12,11.9,5734,5.6
Logistics & Supply Chain AI,Seed,MVP,"Node.js, NestJS",React,Fireworks AI API,—,DeepSeek V4 Flash,2024,8385.0,3,2217.6,26800.0,12,146.01,2894,10.0
Cybersecurity AI,Seed,Idea / Concept,"Java, Micronaut",React,Fireworks AI API,—,Kimi K2.6,2025,11974.0,7,1522.7,40500.0,65,522.12,2338,10.0
EdTech AI,Seed,Public Beta,"Node.js, NestJS",Svelte,Fireworks AI API,—,Kimi K2.5,2026,4182.0,5,354.0,21300.0,160,13.1,3223,10.0
Gaming AI,Angel,MVP,"Java, Spring Boot",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Pro,2026,577.0,2,14.3,6600.0,48,14.69,1153,6.5
Climate & Energy AI,Pre-Seed,MVP,"Java, Spring Boot",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Gemma 2 9B,2026,893.0,4,51.5,9400.0,6,0.0,1228,7.4
Legal & Compliance AI,Seed,Idea / Concept,"Java, Quarkus",React Native,Own AMD GPU cluster,AMD Radeon PRO W7900,Whisper Large v3,2024,18227.0,7,463.9,78500.0,18,0.0,305,10.0
EdTech AI,Pre-Seed,Prototype,"Node.js, NestJS",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,SDXL Turbo,2024,771.0,3,4.6,8000.0,46,0.0,720,7.1
Cybersecurity AI,Angel,Idea / Concept,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Instinct MI250,Llama 3.1 70B,2024,1735.0,2,43.6,16100.0,65,0.0,421,8.3
FinTech AI,Seed,Prototype,"Node.js, GraphQL",React,Own AMD GPU cluster,AMD Instinct MI250,Stable Diffusion XL,2026,4543.0,8,56.9,34700.0,112,0.0,3199,10.0
HealthTech AI,Angel,Prototype,"Java, Quarkus",React Native,Own AMD GPU cluster,AMD Instinct MI325X,CodeLlama 34B,2024,1389.0,5,69.5,7400.0,79,0.0,529,8.3
E-commerce AI,Seed,Launched,"Java, Spring Boot",Next.js,Own AMD GPU cluster,AMD Instinct MI325X,SDXL Turbo,2025,2017.0,5,54.5,17100.0,317,0.0,2976,10.0
FinTech AI,Angel,Private Beta,"TypeScript, Fastify",React Native,Own AMD GPU cluster,AMD Instinct MI300X,Stable Diffusion XL,2025,2868.0,4,222.3,26200.0,16,0.0,3107,10.0
Enterprise SaaS,Bootstrapped,MVP,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,ROCm on MI250 cluster,CodeLlama 34B,2026,21.0,2,0.3,2900.0,12,0.0,1862,5.5
Logistics & Supply Chain AI,Bootstrapped,Public Beta,"Java, Quarkus",Next.js,Own AMD GPU cluster,AMD Instinct MI300X,Gemma 2 9B,2025,125.0,1,3.1,4900.0,71,0.0,892,5.9
Enterprise SaaS,Pre-Seed,Private Beta,"Java, Spring Boot",Svelte,Own AMD GPU cluster,AMD Instinct MI250,Mistral 7B,2025,770.0,2,14.3,3800.0,163,0.0,597,8.2
Gaming AI,Bootstrapped,Private Beta,"Java, Micronaut",Flutter (Dart),Own AMD GPU cluster,ROCm on MI300X cluster,Llama 3.1 8B,2023,135.0,2,1.5,1700.0,3,0.0,1162,5.1
Enterprise SaaS,Series A,Private Beta,"TypeScript, Fastify",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2024,33146.0,13,2988.3,277800.0,54,2398.72,1455,10.0
Voice & Audio AI,Bootstrapped,Prototype,"Java, Micronaut",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Stable Diffusion XL,2024,78.0,1,8.6,1600.0,20,0.0,4139,5.2
Climate & Energy AI,Angel,Prototype,"Java, Micronaut",React Native,Fireworks AI API,—,MiniMax-M2.7,2026,2748.0,6,36.2,13300.0,203,1.69,4157,10.0
Enterprise SaaS,Pre-Seed,MVP,"Java, Spring Boot + Kafka",React,Fireworks AI API,—,Kimi K2.5,2026,1162.0,5,87.6,12900.0,38,3.31,799,8.6
Gaming AI,Series A,MVP,"Java, Micronaut",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2024,68233.0,11,3044.2,593200.0,96,2299.91,9026,10.0
Voice & Audio AI,Pre-Seed,Private Beta,"Java, Micronaut",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Flash,2025,828.0,5,114.1,7200.0,5,24.76,801,7.1
Robotics & Vision AI,Angel,MVP,"Node.js, GraphQL",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2025,2327.0,2,146.2,20600.0,5,30.93,131,9.4
Enterprise SaaS,Angel,Prototype,"Node.js, Express",Svelte,Fireworks AI API,—,MiniMax-M2.7,2023,1304.0,4,184.4,13900.0,3,91.4,566,10.0
Gaming AI,Series A,Idea / Concept,"TypeScript, Fastify",Svelte,Own AMD GPU cluster,AMD Radeon PRO W7900,Whisper Large v3,2023,45579.0,17,1030.9,265500.0,87,0.0,391,10.0
HealthTech AI,Series A,Prototype,"Node.js, Express",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2024,38605.0,6,696.6,318600.0,4,1057.8,1248,10.0
Legal & Compliance AI,Pre-Seed,Prototype,"Java, Spring Boot",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,CodeLlama 34B,2024,1255.0,3,44.6,11700.0,19,0.0,1641,8.1
Gaming AI,Angel,Public Beta,"Node.js, GraphQL",React Native,Own AMD GPU cluster,AMD Instinct MI325X,CodeLlama 34B,2026,1313.0,3,46.3,8100.0,4,0.0,1579,7.5
Climate & Energy AI,Bootstrapped,Public Beta,"Node.js, NestJS",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2023,19.0,2,2.5,1400.0,36,118.57,3770,10.0
Creative & Media AI,Seed,Prototype,"Java, Micronaut",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2023,12242.0,11,838.2,96100.0,175,1216.42,839,10.0
